order_date,order_id,customer,grand_total
2012-02-03,CA-2012-132633,Ken Heidel,12
2012-09-19,CA-2012-132815,Rick Wilson,23
2012-09-10,CA-2012-132906,Charles Crestani,52
2012-05-25,CA-2012-132941,Muhammed MacIntyre,263
2012-03-27,CA-2012-132948,Mark Van Huff,84
2012-09-17,CA-2012-133025,Meg O'Connel,32
2012-06-18,CA-2012-133242,Keith Herrera,1046
2012-08-13,CA-2012-133396,Grace Kelly,65
2012-10-05,CA-2012-133445,Jeremy Farry,357
2012-04-13,CA-2012-133452,Zuschuss Carroll,911
2012-03-01,CA-2012-133494,Resi Pšlking,4
2012-03-28,CA-2012-133536,John Huston,23
2012-03-01,CA-2012-133585,Craig Molinari,1283
2012-05-31,CA-2012-133627,Sample Company A,22
2012-04-13,CA-2012-133837,Thea Hendricks,11
2012-09-06,CA-2012-133977,Alyssa Tate,3
2012-12-12,CA-2012-134075,Helen Abelman,527
2012-12-11,CA-2012-134082,Jim Kriz,111
2012-12-17,CA-2012-134117,Paul Gonzalez,450
2012-04-10,CA-2012-134201,Eugene Hildebrand,157
2012-03-16,CA-2012-134257,Maurice Satty,499
2012-10-10,CA-2012-134719,John Dryer,1802
2012-10-12,CA-2012-134747,Daniel Lacy,412
2012-12-27,CA-2012-134782,Maribeth Dona,105
2012-10-04,CA-2012-134859,Julie Kriz,86
2012-12-07,CA-2012-134894,Darren Koutras,437
2012-11-07,CA-2012-134922,Karen Bern,24
2012-12-05,CA-2012-134943,Stephanie Ulpright,153
2012-09-22,CA-2012-134992,Michael Grace,80
2012-05-28,CA-2012-135020,Maxwell Schwartz,633
2012-04-30,CA-2012-135174,Benjamin Patterson,1023
2012-08-06,CA-2012-135251,Rachel Payne,468
2012-12-07,CA-2012-135272,Melanie Seite,80
2012-07-09,CA-2012-135314,Matt Collins,270
2012-03-28,CA-2012-135363,Chloris Kastensmidt,21
2012-02-09,CA-2012-135391,Frank Atkinson,81
2012-09-19,CA-2012-135489,Giulietta Weimer,280
2012-09-05,CA-2012-135510,Tamara Willingham,68
2012-12-24,CA-2012-135538,Harold Ryan,884
2012-11-24,CA-2012-135545,Kunst Miller,266
2012-12-30,CA-2012-135580,Clay Ludtke,3251
2012-12-08,CA-2012-135622,Tonja Turnell,2079
2012-11-16,CA-2012-135685,Mike Pelletier,2233
2012-05-11,CA-2012-135727,Paul Stevenson,192
2012-12-11,CA-2012-135853,Cynthia Arntzen,324
2012-06-12,CA-2012-136105,Sam Zeldin,25
2012-11-13,CA-2012-136147,Fred McMath,233
2012-11-28,CA-2012-136196,Tom Prescott,323
2012-05-31,CA-2012-136224,Muhammed Lee,10
2012-04-02,CA-2012-136378,Cari Sayre,9
2012-11-20,CA-2012-136420,Chris Selesnick,140
2012-07-11,CA-2012-136469,Todd Sumrall,1137
2012-09-10,CA-2012-136658,Bobby Odegard,6
2012-12-06,CA-2012-136700,David Bremer,9
2012-09-13,CA-2012-136728,Arthur Gainer,178
2012-07-26,CA-2012-136735,Helen Andreada,168
2012-05-08,CA-2012-136798,Daniel Lacy,546
2012-05-23,CA-2012-136805,Nathan Mautz,926
2012-02-06,CA-2012-137064,Trudy Schmidt,692
2012-12-20,CA-2012-137071,Emily Ducich,101
2012-03-31,CA-2012-137106,Scott Cohen,80
2012-12-01,CA-2012-137113,Tamara Willingham,4211
2012-12-15,CA-2012-137225,Jim Kriz,3
2012-06-13,CA-2012-137281,Barbara Fisher,6
2012-04-26,CA-2012-137302,Bart Watters,486
2012-05-07,CA-2012-137512,Anna Gayman,260
2012-01-13,CA-2012-137526,Philip Brown,612
2012-09-19,CA-2012-137603,Marc Harrigan,8
2012-11-22,CA-2012-137708,Nathan Gelder,114
2012-06-25,CA-2012-137750,Jill Fjeld,205
2012-11-14,CA-2012-137897,Patrick Jones,135
2012-11-30,CA-2012-137925,Janet Lee,705
2012-09-01,CA-2012-137946,Doug Bickford,979
2012-04-16,CA-2012-137974,Lauren Leatherbury,2299
2012-09-06,CA-2012-138002,Beth Thompson,198
2012-11-29,CA-2012-138009,Sylvia Foulston,1542
2012-03-23,CA-2012-138219,Bart Pistole,33
2012-08-07,CA-2012-138331,Jim Karlsson,107
2012-09-13,CA-2012-138457,Anne McFarland,13
2012-02-27,CA-2012-138485,Nora Paige,539
2012-05-15,CA-2012-138492,Fred Chung,52
2012-07-17,CA-2012-138534,Jessica Myrick,195
2012-11-02,CA-2012-138625,Emily Grady,198
2012-11-14,CA-2012-138674,Ken Black,260
2012-05-25,CA-2012-138898,Justin Hirsh,846
2012-11-15,CA-2012-138954,Maya Herman,225
2012-11-22,CA-2012-139094,Meg O'Connel,207
2012-06-23,CA-2012-139164,Christine Sundaresam,367
2012-07-25,CA-2012-139248,Russell D'Ascenzo,624
2012-10-26,CA-2012-139290,Maribeth Yedwab,6
2012-09-10,CA-2012-139374,Alex Russell,180
2012-08-24,CA-2012-139584,Eleni McCrary,310
2012-10-15,CA-2012-139731,Joel Eaton,2717
2012-09-25,CA-2012-139738,Dana Kaydos,129
2012-12-31,CA-2012-139780,Anna HŠberlin,116
2012-06-12,CA-2012-139850,Giulietta Baptist,64
2012-12-13,CA-2012-139962,Dean percer,57
2012-04-07,CA-2012-140025,Peter Fuller,847
2012-06-20,CA-2012-140144,Stewart Carmichael,384
2012-03-05,CA-2012-140221,Maribeth Schnelling,257
2012-10-02,CA-2012-140375,Sheri Gordon,27
2012-11-03,CA-2012-140410,Corinna Mitchell,1345
2012-09-07,CA-2012-140557,Tanja Norvell,560
2012-07-02,CA-2012-140718,Frank Atkinson,246
2012-11-30,CA-2012-140830,Paul Stevenson,89
2012-02-03,CA-2012-140921,Allen Armold,178
2012-09-14,CA-2012-140984,Craig Carroll,1884
2012-06-09,CA-2012-141012,Trudy Glocke,496
2012-10-09,CA-2012-141040,Tim Brockman,656
2012-09-17,CA-2012-141145,Denny Blanton,87
2012-01-03,CA-2012-141243,Amy Hunt,1758
2012-01-19,CA-2012-141250,Paul MacIntyre,302
2012-11-30,CA-2012-141327,Lena Radford,440
2012-09-20,CA-2012-141565,Barry Gonzalez,1664
2012-12-14,CA-2012-141593,Darren Budd,370
2012-11-01,CA-2012-141740,Jeremy Farry,205
2012-12-20,CA-2012-141754,Evan Minnotte,12
2012-05-25,CA-2012-141768,Nora Pelletier,15
2012-11-02,CA-2012-141810,Barry Blumstein,374
2012-08-07,CA-2012-141936,Parhena Norris,19
2012-04-09,CA-2012-142027,Jay Kimmel,370
2012-06-07,CA-2012-142041,Eleni McCrary,8
2012-05-08,CA-2012-142055,Alejandro Ballentine,38
2012-08-31,CA-2012-142139,Shirley Daniels,21
2012-09-18,CA-2012-142202,Justin Ritter,717
2012-07-11,CA-2012-142237,Clytie Kelty,677
2012-12-04,CA-2012-142377,Michael Stewart,86
2012-07-11,CA-2012-142419,Shahid Collister,128
2012-04-20,CA-2012-142433,Erica Smith,117
2012-08-15,CA-2012-142454,Richard Eichhorn,174
2012-12-03,CA-2012-142475,Bill Stewart,590
2012-04-18,CA-2012-142601,Deanra Eno,1009
2012-10-23,CA-2012-142692,Andrew Gjertsen,4
2012-04-16,CA-2012-142734,Denise Monton,128
2012-09-04,CA-2012-142755,Christine Sundaresam,919
2012-11-28,CA-2012-142930,Evan Bailliet,336
2012-12-05,CA-2012-142937,Sandra Flanagan,45
2012-03-06,CA-2012-142944,John Lucas,1555
2012-10-12,CA-2012-142993,Kelly Andreada,100
2012-09-17,CA-2012-143077,Sylvia Foulston,29
2012-12-10,CA-2012-143105,Matt Abelman,1033
2012-09-24,CA-2012-143119,Marc Crier,518
2012-05-26,CA-2012-143147,Pamela Stobb,610
2012-09-06,CA-2012-143238,Lori Olson,46
2012-07-14,CA-2012-143364,Toby Gnade,861
2012-12-06,CA-2012-143490,Naresj Patel,339
2012-03-19,CA-2012-143532,Dan Campbell,14
2012-04-25,CA-2012-143602,Jill Stevenson,14
2012-09-27,CA-2012-143616,Saphhira Shifley,99
2012-07-26,CA-2012-143700,Alan Shonely,10
2012-06-26,CA-2012-143882,Dennis Bolton,43
2012-12-25,CA-2012-143980,Jim Kriz,415
2012-05-10,CA-2012-144043,Alan Barnes,47
2012-11-29,CA-2012-144099,Phillina Ober,4
2012-06-09,CA-2012-144190,Nathan Cano,13
2012-05-04,CA-2012-144253,Alan Schoenberger,27
2012-08-21,CA-2012-144267,Nick Zandusky,632
2012-11-23,CA-2012-144274,Pierre Wener,421
2012-12-25,CA-2012-144288,Maria Bertelson,20
2012-06-19,CA-2012-144302,Maria Etezadi,6
2012-11-05,CA-2012-144386,Grant Thornton,25
2012-11-13,CA-2012-144519,Arthur Wiediger,404
2012-11-20,CA-2012-144652,Skye Norling,19
2012-03-16,CA-2012-144722,Monica Federle,43
2012-12-06,CA-2012-144806,Gary Hwang,758
2012-12-25,CA-2012-144890,Sean Miller,10
2012-12-12,CA-2012-145065,Dennis Kane,32
2012-11-27,CA-2012-145184,Justin Deggeller,189
2012-11-15,CA-2012-145324,Duane Huffman,40
2012-03-16,CA-2012-145352,Christopher Martinez,6413
2012-11-16,CA-2012-145394,Matt Connell,296
2012-01-30,CA-2012-145401,Jeremy Pistek,14
2012-04-12,CA-2012-145415,Robert Dilbeck,41
2012-03-24,CA-2012-145457,Cathy Prescott,47
2012-11-05,CA-2012-145485,Justin MacKendrick,63
2012-10-30,CA-2012-145758,Barry Franzšsisch,1036
2012-11-19,CA-2012-145814,Katherine Ducich,868
2012-05-01,CA-2012-145821,Jennifer Braxton,89
2012-10-05,CA-2012-145828,Maria Bertelson,53
2012-05-13,CA-2012-145835,Ben Ferrer,238
2012-09-15,CA-2012-145849,Carol Triggs,215
2012-02-09,CA-2012-146038,Sarah Jordon,204
2012-07-06,CA-2012-146087,Paul Prost,302
2012-03-07,CA-2012-146255,Eugene Moren,808
2012-01-02,CA-2012-146262,Victoria Wilson,1817
2012-05-04,CA-2012-146290,Stuart Van,126
2012-11-20,CA-2012-146465,Patrick Bzostek,24
2012-11-09,CA-2012-146486,Dianna Vittorini,1171
2012-08-24,CA-2012-146563,Cassandra Brandow,2645
2012-04-16,CA-2012-146675,Sarah Brown,1484
2012-12-14,CA-2012-146696,Rick Duston,8
2012-03-10,CA-2012-146829,Toby Swindell,1
2012-07-16,CA-2012-146948,Michael Granlund,300
2012-06-18,CA-2012-147011,Harold Ryan,14
2012-09-19,CA-2012-147102,Nicole Hansen,66
2012-08-02,CA-2012-147501,Corey-Lock,565
2012-02-07,CA-2012-147529,Damala Kotsonis,324
2012-11-10,CA-2012-147690,Sam Craven,578
2012-05-31,CA-2012-147788,Tamara Manning,1746
2012-09-24,CA-2012-147816,Carlos Meador,35
2012-12-15,CA-2012-147830,Natalie Fritzler,4190
2012-12-03,CA-2012-147851,Mark Packer,11
2012-05-07,CA-2012-147879,Chris Cortes,46
2012-07-26,CA-2012-148180,Bart Pistole,131
2012-12-13,CA-2012-148250,Rachel Payne,147
2012-12-27,CA-2012-148376,Arthur Gainer,129
2012-11-07,CA-2012-148432,Mike Caudle,33
2012-08-13,CA-2012-148495,Sandra Flanagan,32
2012-12-06,CA-2012-148628,Katherine Murray,33
2012-07-25,CA-2012-148635,Michelle Huthwaite,1289
2012-03-12,CA-2012-148705,Evan Bailliet,5
2012-04-17,CA-2012-148712,Jessica Myrick,173
2012-12-28,CA-2012-148859,Fred Harton,25
2012-10-01,CA-2012-148873,Eric Murdock,112
2012-05-26,CA-2012-148964,Ruben Dartt,20
2012-09-25,CA-2012-149083,Sally Hughsby,480
2012-10-20,CA-2012-149097,Stewart Visinsky,440
2012-11-22,CA-2012-149300,Brosina Hoffman,33
2012-04-20,CA-2012-149342,Theresa Swint,896
2012-07-10,CA-2012-149384,Eric Hoffmann,3
2012-09-19,CA-2012-149517,Frank Carlisle,61
2012-12-05,CA-2012-149566,George Bell,52
2012-01-31,CA-2012-149587,Karl Braun,99
2012-05-28,CA-2012-149601,Trudy Brown,94
2012-01-06,CA-2012-149636,Stefania Perrino,32
2012-10-24,CA-2012-149650,Robert Dilbeck,454
2012-04-13,CA-2012-149678,Anthony Witt,13
2012-09-18,CA-2012-149713,Trudy Glocke,188
2012-09-03,CA-2012-149734,Julie Creighton,201
2012-05-31,CA-2012-149748,Elizabeth Moffitt,345
2012-01-04,CA-2012-149811,Chris Selesnick,72
2012-05-22,CA-2012-149846,Sarah Brown,3862
2012-11-13,CA-2012-149909,Russell Applegate,211
2012-09-21,CA-2012-149972,Cynthia Delaney,609
2012-03-19,CA-2012-149993,Guy Armstrong,11
2012-07-02,CA-2012-150196,Steven Roelle,19
2012-12-15,CA-2012-150308,Rick Reed,246
2012-10-19,CA-2012-150413,Cari Schnelling,2
2012-08-13,CA-2012-150441,Ralph Arnett,11
2012-09-18,CA-2012-150511,Adam Bellavance,19
2012-12-11,CA-2012-150560,Shaun Weien,197
2012-10-26,CA-2012-150714,Kristen Hastings,1215
2012-03-29,CA-2012-150749,Alan Shonely,6
2012-05-03,CA-2012-150770,Lena Cacioppo,461
2012-09-06,CA-2012-150791,Chuck Clark,272
2012-11-16,CA-2012-150875,Heather Kirkland,1001
2012-11-14,CA-2012-151043,Maureen Gastineau,48
2012-04-22,CA-2012-151253,Annie Zypern,153
2012-09-20,CA-2012-151470,Anne McFarland,46
2012-01-17,CA-2012-151547,Amy Hunt,89
2012-12-27,CA-2012-151589,Richard Eichhorn,436
2012-09-08,CA-2012-151624,Victoria Wilson,21
2012-11-19,CA-2012-151680,Tony Chapman,142
2012-10-05,CA-2012-151722,Ivan Liston,288
2012-03-05,CA-2012-151785,Jennifer Jackson,7
2012-04-27,CA-2012-151841,Tony Chapman,49
2012-09-25,CA-2012-151869,Carlos Soltero,123
2012-07-04,CA-2012-152513,Julie Prescott,23
2012-10-17,CA-2012-152527,Charlotte Melton,78
2012-02-20,CA-2012-152611,Kelly Andreada,287
2012-01-17,CA-2012-152681,Scott Cohen,7
2012-10-25,CA-2012-152891,Trudy Brown,314
2012-12-18,CA-2012-153038,Robert Barroso,95
2012-11-13,CA-2012-153073,Helen Abelman,17
2012-03-05,CA-2012-153108,Sarah Foster,85
2012-11-12,CA-2012-153220,Yoseph Carroll,16
2012-02-29,CA-2012-153325,Shui Tom,59
2012-09-24,CA-2012-153381,Deanra Eno,1423
2012-08-01,CA-2012-153388,Pauline Chand,1012
2012-11-24,CA-2012-153416,Toby Swindell,569
2012-06-22,CA-2012-153423,Shaun Weien,1218
2012-05-20,CA-2012-153535,Sheri Gordon,170
2012-03-29,CA-2012-153549,Sara Luxemburg,1167
2012-12-22,CA-2012-153612,Beth Thompson,17
2012-07-09,CA-2012-153626,Emily Burns,5
2012-12-25,CA-2012-153717,Dionis Lloyd,256
2012-09-20,CA-2012-153738,Alejandro Grove,38
2012-12-06,CA-2012-153752,Rose O'Brian,174
2012-09-11,CA-2012-153794,Sean Braxton,266
2012-04-25,CA-2012-153878,Trudy Schmidt,330
2012-03-16,CA-2012-153906,Michael Stewart,86
2012-12-20,CA-2012-154144,Maya Herman,55
2012-06-18,CA-2012-154200,Bruce Geld,52
2012-12-21,CA-2012-154284,Sam Zeldin,1350
2012-07-25,CA-2012-154291,Yana Sorensen,457
2012-02-15,CA-2012-154326,Roy Phan,975
2012-11-29,CA-2012-154340,Eileen Kiefer,56
2012-12-12,CA-2012-154620,Liz Thompson,349
2012-11-14,CA-2012-154746,Patrick Jones,860
2012-12-20,CA-2012-154795,Gary Zandusky,22
2012-08-21,CA-2012-154823,Katherine Nockton,637
2012-11-08,CA-2012-154886,Shaun Weien,120
2012-02-25,CA-2012-154900,Sung Shariari,26
2012-05-23,CA-2012-154921,Erin Ashbrook,187
2012-07-04,CA-2012-154956,Irene Maddox,1100
2012-01-05,CA-2012-154970,Steven Roelle,62
2012-11-10,CA-2012-155040,Alan Hwang,80
2012-06-13,CA-2012-155054,Penelope Sewall,106
2012-10-23,CA-2012-155068,Ralph Arnett,78
2012-03-15,CA-2012-155124,Karen Seio,17
2012-12-27,CA-2012-155145,Kean Nguyen,8
2012-04-17,CA-2012-155306,George Ashbrook,2573
2012-07-30,CA-2012-155334,Helen Andreada,226
2012-08-09,CA-2012-155453,Ruben Ausman,5
2012-12-12,CA-2012-155586,Xylona Preis,54
2012-12-04,CA-2012-155600,Rose O'Brian,1635
2012-05-09,CA-2012-155635,Max Engle,49
2012-12-11,CA-2012-155761,Stuart Calhoun,206
2012-09-20,CA-2012-156013,Tamara Chand,86
2012-12-06,CA-2012-156104,Nora Pelletier,1000
2012-12-08,CA-2012-156118,Henry Goldwyn,16
2012-10-26,CA-2012-156146,Andrew Gjertsen,174
2012-05-31,CA-2012-156153,Carl Weiss,8
2012-11-30,CA-2012-156328,Raymond Messe,177
2012-09-25,CA-2012-156335,Phillina Ober,183
2012-12-31,CA-2012-156377,Trudy Brown,18
2012-12-05,CA-2012-156440,Matt Hagelstein,44
2012-02-06,CA-2012-156482,Ivan Liston,1558
2012-09-25,CA-2012-156510,Erica Hackney,63
2012-11-20,CA-2012-156524,Dan Lawera,20
2012-10-01,CA-2012-156566,Eric Murdock,573
2012-10-24,CA-2012-156608,Michelle Tran,4
2012-06-18,CA-2012-156734,Benjamin Venier,670
2012-01-12,CA-2012-156755,Yana Sorensen,465
2012-12-03,CA-2012-156853,Harold Pawlan,185
2012-02-16,CA-2012-156923,Sung Pak,36
2012-11-28,CA-2012-157028,Michelle Arnett,8
2012-12-09,CA-2012-157035,Ken Brennan,34
2012-12-19,CA-2012-157084,James Galang,1942
2012-11-28,CA-2012-157133,Lena Creighton,152
2012-12-22,CA-2012-157287,Harold Ryan,456
2012-07-02,CA-2012-157322,Rob Haberlin,1306
2012-06-07,CA-2012-157343,Harold Dahlen,52
2012-04-29,CA-2012-157434,Jim Kriz,8
2012-12-13,CA-2012-157770,Rob Dowd,809
2012-08-31,CA-2012-157805,Rick Huthwaite,556
2012-03-22,CA-2012-157812,Dean Braden,162
2012-02-03,CA-2012-157959,Rick Wilson,137
2012-12-20,CA-2012-158148,John Murray,36
2012-11-30,CA-2012-158323,Ann Blume,17
2012-06-20,CA-2012-158351,Becky Castell,320
2012-09-21,CA-2012-158421,Giulietta Baptist,3632
2012-12-24,CA-2012-158456,Kean Takahito,66
2012-06-04,CA-2012-158491,Becky Pak,1110
2012-11-09,CA-2012-158554,Charlotte Melton,11
2012-11-10,CA-2012-158659,Steve Chapman,714
2012-01-05,CA-2012-158701,James Lanier,144
2012-12-26,CA-2012-158792,Brian Dahlen,22
2012-12-20,CA-2012-158918,Arianne Irving,17
2012-11-26,CA-2012-158939,Erin Ashbrook,600
2012-05-12,CA-2012-159380,Cindy Stewart,39
2012-03-20,CA-2012-159534,Dave Hallsten,1446
2012-07-18,CA-2012-159590,Karen Carlisle,6
2012-09-25,CA-2012-159779,Sarah Brown,69
2012-10-12,CA-2012-159786,Ralph Kennedy,210
2012-09-04,CA-2012-159863,David Smith,134
2012-11-27,CA-2012-160059,Thomas Brumley,6
2012-10-19,CA-2012-160171,Robert Marley,1911
2012-03-08,CA-2012-160213,Anthony Rawles,19
2012-11-02,CA-2012-160227,Emily Ducich,2621
2012-07-20,CA-2012-160472,Ralph Kennedy,1238
2012-09-06,CA-2012-160696,Cyma Kinney,7
2012-09-25,CA-2012-160787,Bryan Mills,3
2012-08-06,CA-2012-160794,Michael Stewart,27
2012-05-03,CA-2012-160864,Nicole Fjeld,14
2012-10-05,CA-2012-161214,Sylvia Foulston,78
2012-06-01,CA-2012-161242,Catherine Glotzbach,12
2012-04-16,CA-2012-161263,Theresa Swint,239
2012-09-07,CA-2012-161445,Corey Catlett,141
2012-04-05,CA-2012-161452,Carol Adams,892
2012-07-06,CA-2012-161627,Sarah Jordon,170
2012-11-28,CA-2012-161711,Mark Cousins,130
2012-12-04,CA-2012-161718,Sean O'Donnell,795
2012-11-20,CA-2012-161767,Grace Kelly,480
2012-12-21,CA-2012-161795,Adam Hart,3
2012-09-24,CA-2012-161830,Max Engle,51
2012-05-01,CA-2012-161998,David Bremer,278
2012-11-03,CA-2012-162047,Fred Hopkins,1449
2012-09-08,CA-2012-162166,Neoma Murray,68
2012-06-08,CA-2012-162201,Andrew Gjertsen,938
2012-08-15,CA-2012-162369,Tim Taslimi,323
2012-11-22,CA-2012-162376,Harold Dahlen,77
2012-10-28,CA-2012-162537,Rob Dowd,105
2012-12-16,CA-2012-162544,Sandra Glassco,5
2012-05-12,CA-2012-162607,Rose O'Brian,15
2012-09-05,CA-2012-162621,Cathy Armstrong,90
2012-10-09,CA-2012-162761,Sonia Cooley,50
2012-02-21,CA-2012-162782,Pierre Wener,2542
2012-11-07,CA-2012-162887,Stewart Visinsky,715
2012-06-28,CA-2012-162950,Dorothy Wardle,498
2012-11-12,CA-2012-162964,Monica Federle,304
2012-08-09,CA-2012-163055,David Smith,647
2012-11-17,CA-2012-163090,Greg Hansen,41
2012-03-19,CA-2012-163104,Mike Caudle,12
2012-11-07,CA-2012-163181,Adrian Barton,671
2012-08-07,CA-2012-163237,Eudokia Martin,520
2012-03-22,CA-2012-163440,Ruben Dartt,16
2012-03-14,CA-2012-163587,Emily Phan,688
2012-06-19,CA-2012-163734,Katherine Murray,229
2012-11-27,CA-2012-163762,Jeremy Ellison,30
2012-08-07,CA-2012-163895,Noel Staavos,3
2012-05-30,CA-2012-163923,Brendan Dodson,152
2012-11-20,CA-2012-163965,Sung Shariari,378
2012-06-08,CA-2012-164007,Maureen Gnade,146
2012-09-07,CA-2012-164084,Andy Gerbode,655
2012-03-26,CA-2012-164301,Ellis Ballard,3394
2012-07-05,CA-2012-164336,Mitch Webber,74
2012-07-31,CA-2012-164427,Allen Rosenblatt,240
2012-11-08,CA-2012-164441,Amy Cox,70
2012-11-28,CA-2012-164497,Ashley Jarboe,45
2012-11-16,CA-2012-164539,Philisse Overcash,523
2012-06-15,CA-2012-164567,Grace Kelly,226
2012-10-20,CA-2012-164623,Maxwell Schwartz,25
2012-01-27,CA-2012-164777,Sean Christensen,2804
2012-06-04,CA-2012-164833,Lauren Leatherbury,17
2012-10-31,CA-2012-164882,Sandra Glassco,2562
2012-12-07,CA-2012-165050,Alan Hwang,802
2012-09-11,CA-2012-165057,Steven Cartwright,190
2012-12-27,CA-2012-165085,Brad Thomas,385
2012-05-14,CA-2012-165162,Hunter Glantz,1118
2012-12-21,CA-2012-165414,Lynn Smith,48
2012-05-18,CA-2012-165554,Anthony Jacobs,11
2012-08-23,CA-2012-165624,Fred Harton,1142
2012-06-29,CA-2012-165799,Sheri Gordon,118
2012-03-20,CA-2012-165813,Bryan Mills,29
2012-10-01,CA-2012-166135,Shaun Chance,139
2012-08-28,CA-2012-166219,Ben Peterman,1203
2012-12-06,CA-2012-166338,Mike Pelletier,15
2012-09-12,CA-2012-166464,Paul Gonzalez,493
2012-04-07,CA-2012-166492,Resi Pšlking,49
2012-06-26,CA-2012-166583,Valerie Dominguez,972
2012-05-15,CA-2012-166604,Anna HŠberlin,18
2012-11-19,CA-2012-166800,Aleksandra Gannaway,31
2012-06-05,CA-2012-166947,Edward Becker,1523
2012-11-26,CA-2012-166975,Stefanie Holloman,692
2012-04-05,CA-2012-167010,Valerie Takahito,1636
2012-09-27,CA-2012-167255,Rick Huthwaite,175
2012-06-16,CA-2012-167269,Philip Brown,6
2012-03-26,CA-2012-167374,Gene McClure,57
2012-03-14,CA-2012-167479,Arianne Irving,19
2012-09-16,CA-2012-167696,Bradley Drucker,31
2012-09-18,CA-2012-167745,George Bell,53
2012-10-04,CA-2012-168004,Denny Joy,393
2012-03-19,CA-2012-168088,Corinna Mitchell,449
2012-09-10,CA-2012-168186,Aimee Bixby,15
2012-11-02,CA-2012-168207,Liz Thompson,739
2012-05-29,CA-2012-168277,Karl Braun,12
2012-11-22,CA-2012-168459,Marc Crier,58
2012-09-21,CA-2012-168480,Dario Medina,220
2012-10-08,CA-2012-168529,Maria Bertelson,146
2012-08-08,CA-2012-168564,Thomas Thornton,159
2012-12-06,CA-2012-168634,Art Ferguson,8
2012-01-27,CA-2012-168746,Seth Vernon,769
2012-09-22,CA-2012-168760,Muhammed MacIntyre,61
2012-04-10,CA-2012-168767,Dario Medina,13
2012-08-25,CA-2012-168809,Mick Crebagga,32
2012-09-28,CA-2012-169201,Henry Goldwyn,87
2012-05-21,CA-2012-169278,Michelle Ellison,27
2012-08-24,CA-2012-169299,Denny Ordway,7
2012-12-24,CA-2012-169397,Joni Blumstein,628
2012-09-03,CA-2012-169537,John Huston,8
2012-09-06,CA-2012-169572,Andy Gerbode,47
2012-08-13,CA-2012-169656,Ed Jacobs,423
2012-01-13,CA-2012-169677,Karen Seio,10
2012-10-22,CA-2012-169733,Gene McClure,10
2012-02-20,CA-2012-169740,Liz MacKendrick,30
2012-11-09,CA-2012-169796,Dean percer,2340
2013-11-21,CA-2013-100041,Barbara Fisher,329
2013-11-25,CA-2013-100083,Carol Darley,25
2013-12-14,CA-2013-100153,Ken Heidel,64
2013-09-21,CA-2013-100244,Greg Maxwell,476
2013-06-25,CA-2013-100300,Max Jones,4823
2013-12-16,CA-2013-100307,Tony Chapman,19
2013-11-25,CA-2013-100468,Alyssa Tate,43
2013-05-13,CA-2013-100510,Harry Marie,642
2013-12-11,CA-2013-100587,Sara Luxemburg,6
2013-11-02,CA-2013-100671,Cindy Schnelling,112
2013-06-27,CA-2013-100790,John Grady,719
2013-09-25,CA-2013-100944,Edward Hooks,868
2013-07-08,CA-2013-100965,Raymond Messe,216
2013-02-05,CA-2013-100993,Annie Zypern,919
2013-10-14,CA-2013-101161,Bart Watters,280
2013-12-26,CA-2013-101168,Saphhira Shifley,21
2013-02-04,CA-2013-101189,Jennifer Braxton,93
2013-04-23,CA-2013-101329,Michael Moore,35
2013-11-14,CA-2013-101336,Cyma Kinney,280
2013-07-18,CA-2013-101343,Ruben Ausman,78
2013-07-15,CA-2013-101378,Rob Haberlin,29
2013-09-26,CA-2013-101385,Julia West,17
2013-02-27,CA-2013-101448,Eric Barreto,57
2013-07-03,CA-2013-101469,Katherine Hughes,8
2013-05-02,CA-2013-101525,Chris McAfee,141
2013-12-19,CA-2013-101546,Grace Kelly,1794
2013-02-28,CA-2013-101623,Rick Reed,36
2013-02-19,CA-2013-101630,Cyma Kinney,34
2013-12-25,CA-2013-101651,Sean Christensen,84
2013-10-04,CA-2013-101672,Daniel Byrd,1028
2013-06-26,CA-2013-101693,Logan Currie,118
2013-09-24,CA-2013-101742,Clay Rozendal,11
2013-05-28,CA-2013-101791,Brian Stugart,1328
2013-01-07,CA-2013-101938,Dianna Wilson,35
2013-07-15,CA-2013-101966,Bryan Mills,420
2013-08-20,CA-2013-101980,Resi Pšlking,449
2013-06-25,CA-2013-101987,Hunter Lopez,441
2013-12-10,CA-2013-102092,Paul MacIntyre,1057
2013-06-27,CA-2013-102127,Victoria Pisteka,199
2013-03-15,CA-2013-102134,Sibella Parks,17
2013-09-12,CA-2013-102162,Jill Fjeld,1611
2013-02-27,CA-2013-102456,Dan Lawera,171
2013-07-25,CA-2013-102498,James Galang,73
2013-07-19,CA-2013-102561,Neil Knudson,314
2013-12-28,CA-2013-102596,Ross DeVincentis,17
2013-12-14,CA-2013-102792,Jasper Cacioppo,10
2013-07-03,CA-2013-102813,Erin Ashbrook,570
2013-09-20,CA-2013-102932,Shirley Daniels,53
2013-09-07,CA-2013-102981,Mary O'Rourke,754
2013-07-26,CA-2013-103037,Ken Heidel,16
2013-07-05,CA-2013-103107,Rick Bensley,275
2013-11-12,CA-2013-103128,Sung Chung,14
2013-06-08,CA-2013-103163,Frank Merwin,10
2013-12-23,CA-2013-103359,Lena Creighton,26
2013-11-19,CA-2013-103464,Patrick Gardner,595
2013-09-09,CA-2013-103709,Liz Preis,311
2013-06-13,CA-2013-103730,Steven Cartwright,488
